https://www.bilibili.com/video/BV1dy4y1u7Sq|后端开发大师课程 [golang + postgres +docker] (中文字幕)|2021-06-19 03:13:20|FlameMida|40000|813|414|3716|165|知识,野生技能协会,视频教程,课程,计算机,开发,编程,sql,后端,docker,go,golang|
https://www.bilibili.com/video/BV19a4y1G7HM|【golang教程】全部100集，字节跳动终于整理出了go语言的完整教程！持续更新中~|2023-05-06 23:10:55|AIT_快知名UP煮|12000|142|107|634|27|知识,野生技能协会,程序员,c++,计算机,it,编程,go语言教程,计算机技术,python,java,golang|
https://www.bilibili.com/video/BV1DN411U7Mi|【2023版】字节跳动89小时内部培训的go语言（golang）教程，java程序员转行go开发工程师必看，全套600集，就怕你不学！|2023-07-04 01:45:23|程序员知识库|77000|1482|1597|3835|172|知识,野生技能协会,知识分享官,计算机,程序员,编程,golang开发,golang项目,go语言,go教程,go教程,go开发工程师|
https://www.bilibili.com/video/BV1Mj411s7Kj|go语言gui桌面程序解决方案wails(webview)教程【1】|2023-12-10 05:28:25|墨明棋妙的豆子|14000|145|56|282|20|科技2023年终总结,科技,计算机技术,it,教程,编程,经验分享,gui,go,go语言,golang,2023热门年度盘点|
https://www.bilibili.com/video/BV1Sp4y1R7Zq|wails - 轻量级的 electron 替代品，使用 go 封装前端页面|2024-01-04 20:30:00|GitHub精选|2063|8|0|17|3|你也喜欢学习吗？,科技,软件应用,github精选,跨端应用,前端,go,前端开发,github,electron,web,web开发|
https://www.bilibili.com/video/BV1Gr421p7ZR|无需依赖 docker，简单且快速的 go 应用容器镜像构建工具|2024-03-08 22:55:03|GitHub精选|1149|15|2|29|4|知识分享家,科技,软件应用,工程效率,效能提升,镜像构建,github精选,容器,ci,docker,go,github|
https://www.bilibili.com/video/BV1dC41187ju|专为 go 语言设计的函数式编程库|2024-03-10 18:37:53|GitHub精选|1477|21|2|30|6|工作提效指南,科技,软件应用,今天也要好好工作,程序员,编程,github精选,分布式,函数式编程,go,github,高并发|
https://www.bilibili.com/video/BV1Qp4y197L2|一个简洁且多彩的 go 语言日志库|2023-12-30 19:48:23|GitHub精选|1825|22|4|49|3|打卡2023最后一周,科技,软件应用,程序员,编程,github精选,哔哩哔哩跨年季,日志,log,go,github,go语言,基础库|
https://www.bilibili.com/video/BV1xfpgeXEta|go语言rbac接口鉴权快速上手|2024-09-05 18:01:11|Golang在发光|1149|19|8|112|4|科技,计算机技术,it,程序员,编程,区块链,接口,go语言|
https://www.bilibili.com/video/BV1WbHQehEFW|go语言微服务开发之grpc|2024-09-06 18:18:51|Golang在发光|497|4|2|24|0|科技,计算机技术,编程语言,it,程序员,编程,分布式,区块链,接口,微服务,java,go语言|
https://www.bilibili.com/video/BV1FbHfeyE3q|go 语言微服务开发之服务发现|2024-09-07 11:33:49|Golang在发光|267|3|0|10|0|科技,计算机技术,it,编程语言,程序员,编程,分布式,区块链,接口,微服务,go语言|
https://www.bilibili.com/video/BV1b3411T73k|golang在发光：go语言开发ci/cd流水线平台|2022-04-19 16:23:50|Golang在发光|4775|52|15|224|7|知识,野生技能协会,go语言教程,ci/cd流水线平台,golang教程,马哥教育,go语言|
https://www.bilibili.com/video/BV1zU4y1P732|golang在发光：go语言开发企业级devops平台|2021-09-08 17:24:03|Golang在发光|5977|38|6|141|4|知识,野生技能协会,go,go语言,golang,devops|
https://www.bilibili.com/video/BV1EY4y1P7Y3|golang实战项目：2小时带你吃透kubernetes operator 二次开发|2022-07-30 14:34:49|Golang在发光|9257|57|15|296|21|知识,野生技能协会,k8s教程,go二次开发,kubernetesoperator,kubernetes二次开发,golang,go语言,kubernetes,云原生|
https://www.bilibili.com/video/BV14M4y1R7Qr|go实战项目：kubernetes二次开发实战【高薪必备】|2023-03-02 19:43:10|马哥教育实战|26000|697|177|989|707|科技,计算机技术,k8s二次开发,go实战项目,go语言,kubernetes,二次开发,云原生|
